id,name_en,juz_id,name_ar,text,
49,Al-Hujraat,الحجرات,1,Surat Al-Hujurat the 49th chapter of the Quran primarily addresses social conduct emphasizing the importance of proper behavior respect and etiquette within the Muslim community. It stresses the significance of verifying information before believing or spreading it cautioning against assumptions and false rumors. The Surah highlights the need for reconciliation among believers and advises against mockery suspicion and backbiting. It emphasizes equality among believers and the importance of resolving conflicts peacefully urging adherence to justice and unity within the community. Al-Hujurat serves as a guide for fostering harmonious relationships promoting mutual respect and maintaining the sanctity of interpersonal interactions within the Muslim society.
50,Qaf,ق,1,Surat Qaf is the 50th chapter of the Quran consisting of 45 verses. It revolves around the themes of resurrection accountability and the revelation of the Quran. The surah begins with a striking reference to the Day of Judgment emphasizing that people will be stunned and terrified when it arrives. It illustrates how human beings tend to dismiss resurrection due to their worldly preoccupations but emphasizes that the reality of the afterlife is inevitable. The surah discusses the skepticism of disbelievers and the arrogance of those who deny resurrection highlighting the signs in nature as evidence of Allah's power and ability to resurrect. It stresses the wisdom in the Quran's revelation calling attention to its guidance and warning of the consequences of rejecting it. The surah concludes by reaffirming the reality of the Day of Judgment and the importance of accepting the truth revealed in the Quran.
51,Adh-Dhariyat,الذاريات,1,Surat Adh-Dhariyat the 51st chapter of the Quran derives its name from the mention of the winds (adh-dhariyat) within its verses. It opens with a description of the winds scattering and carrying clouds highlighting the natural phenomena as signs of God's power and the inevitability of judgment. The chapter emphasizes the rejection of past prophets by disbelievers and their ultimate fate warning against obstinate disbelief and urging reflection on the consequences faced by previous nations. It illustrates the importance of recognizing God's signs in the universe and acknowledging His oneness as the creator. The surah also discusses the story of Prophet Ibrahim (Abraham) and his interactions with his people presenting him as an exemplary figure of faith and devotion. Adh-Dhariyat emphasizes the importance of recognizing God's signs warning against disbelief and encouraging faith humility and gratitude towards God's creations.
52,At-tur,الطور,1,Surat At-Tur the 52nd chapter of the Quran emphasizes the divine power warnings of the Day of Judgment and the accountability of humanity. It begins by highlighting Mount Sinai as a witness to the truth of the message conveyed by the Prophet Muhammad. The surah discusses the fate of previous nations that rejected their messengers and warns of the impending judgment separating the righteous from the wrongdoers. It underscores the absolute authority of God over all matters and questions the disbelief of those who deny resurrection. At-Tur stresses the inevitability of the Day of Judgment and the recompense that awaits individuals according to their deeds while also affirming the continuity of God's guidance through His messengers. Ultimately it urges reflection on the signs of God's existence and the certainty of divine justice.
53,An-Najm,النجم,1,Surat An-Najm the 53rd chapter of the Quran emphasizes the revelation received by Prophet Muhammad and the significance of his message. It highlights the Prophet's experience during the Night Journey describing his ascension through the heavens and the divine guidance he received. The surah asserts the truthfulness of the Prophet's vision and message countering allegations of falsehood by affirming the divine inspiration behind his words. It underscores the inability of humans to attribute falsehood to the Prophet's words emphasizing that he speaks not from his desires but from divine revelation. The chapter concludes by encouraging obedience to Allah and prostration in gratitude for His guidance urging adherence to the Prophet's teachings and emphasizing the distinction between truth and falsehood in divine messages.
54,Al-Qamar,القمر,1,Surat Al-Qamar the 54th chapter of the Quran revolves around the story of the people of Thamud and their prophet Salih illustrating the consequences of rejecting divine guidance. It emphasizes the inevitability of God's judgment and the historical lessons embedded in the destruction of past nations who defied their prophets. The surah repeatedly emphasizes the Quran's clarity and warns of impending consequences for disbelief. Through vivid imagery and historical narratives it underscores the importance of heeding divine guidance and the ultimate accountability in the Hereafter urging reflection on the signs and messages sent by God through His prophets.
55,Al-Rahman,الرحمن,1,Surat Al-Rahman the 55th chapter of the Quran focuses on the repetitive rhetorical question "Which of the favors of your Lord will you deny?" as it alternates between descriptions of Allah's blessings and a vivid depiction of the rewards and punishments in the Hereafter. The chapter highlights the magnificence of God's creation emphasizing His mercy through the provision of sustenance the creation of humankind and the beauty of the universe. It presents the dichotomy of the two groups of peopleâ€”the blessed in Paradise and the condemned in Hellâ€”accentuating the consequences of their deeds. The rhythmic structure and the repeated refrain serve as a reminder of God's countless blessings urging reflection and gratitude while warning of accountability and consequences for disbelief or ingratitude.
56,Al-Waqia,الواقعة,1,Surat Al-Waqia the 56th chapter of the Quran emphasizes the inevitability and certainty of the Day of Judgment. It vividly describes the three distinct groups of peopleâ€”those foremost in faith and righteousness those on the right hand who will receive their records with ease and those on the left hand facing hardships. The surah stresses the consequences in the Hereafter for actions undertaken in this world highlighting the significance of belief in resurrection and divine recompense. It emphasizes how the Quran is a message of truth warning humanity of the consequences of disbelief and the reality of the final abode. Al-Waqia encourages reflection on the signs in creation and the different fates awaiting individuals based on their deeds underlining the importance of faith accountability and the certainty of the promised Day.
57,Al-Hadid,الحديد,1,Surat Al-Hadid the 57th chapter of the Quran derives its name from "Iron" referencing the mention of iron within its verses. It reflects on the reality of life's trials and tribulations likening them to the refining process of iron. The chapter emphasizes faith perseverance and charity highlighting the transient nature of worldly possessions while encouraging believers to invest in the hereafter. It portrays the contrast between the temporary allure of material wealth and the everlasting rewards of the afterlife. Al-Hadid emphasizes the importance of belief righteous deeds and the accountability of one's actions urging believers to be steadfast in their faith and to utilize their resources in the service of God and others. The surah also underscores the concept of divine decree emphasizing God's absolute knowledge and control over all affairs serving as a reminder of trust in God's wisdom and ultimate plan for humanity.
58,Al-Mujadila,المجادلة,1,Surat Al-Mujadila the 58th chapter of the Quran addresses social and ethical matters particularly focusing on the treatment of women and issues related to family life. The surah begins by discussing the practice of addressing the Prophet directly advising that this should be done with respect and moderation. It highlights the importance of maintaining decorum and proper behavior in all dealings especially within the family. The chapter also tackles the sensitive issue of marital disputes and the protocol for reconciliation emphasizing the need for fairness justice and arbitration in such situations. It highlights the ethical principles that should guide interpersonal relationships encouraging reconciliation and kindness. Overall Surah Al-Mujadila emphasizes the importance of equitable treatment respectful communication and ethical conduct within society and family structures.
59,Al-Hashr,الحشر,1,Surat Al-Hashr the 59th chapter of the Quran primarily emphasizes the expulsion of the Jewish tribe of Banu Nadir from Madinah and the subsequent confiscation of their properties. It recounts how Allah's support aided the Muslims in their defense against the disbelievers who sought to harm them. The surah highlights the consequences of treachery against the Prophet Muhammad and the believers warning against disobedience and the dangers of opposing God's messenger. It emphasizes the importance of following Allah's guidance unity among believers and the significance of charity and support for those in need. Additionally it stresses the need for reflection on the lessons from previous communities who faced divine retribution for their disobedience. The chapter concludes by exalting Allah's attributes and His sovereignty over all things urging believers to seek His forgiveness and mercy.
60,Al-Mumtahina,الممتحنة,1,Surat Al-Mumtahina the 60th chapter of the Quran addresses social and political guidance. It begins with the context of a particular historical incident involving a group of women who migrated and seeks guidance on how to handle potential conflicts arising from differences in faith between Muslims and non-Muslims. It emphasizes principles of loyalty justice and fair treatment advising believers on interactions with those who don't oppose Islam. The Surah outlines guidelines for relationships with non-Muslims highlighting the importance of justice kindness and maintaining alliances as long as there's no aggression against Islam or Muslims. It stresses the significance of staying true to one's faith while being just and fair in dealings with others even when faced with animosity or differences in beliefs promoting a message of peaceful coexistence and respectful engagement.
61,As-Saff,الصف,1,Surat As-Saff the 61st chapter of the Quran emphasizes the importance of unity faith and perseverance in the path of God. It begins by highlighting the analogy of believers standing united like rows in prayer emphasizing the significance of solidarity and cooperation among individuals in the community of believers. The chapter emphasizes the mission of Prophet Jesus and foretells the coming of Prophet Muhammad encouraging steadfastness in the face of challenges and the struggle for the sake of God. It stresses the need for commitment striving in the cause of righteousness and being among those who support God's cause. The Surah reiterates the reward for those who remain steadfast dedicated to the principles of faith and steadfastly support God's cause.
62,Al-Jumua,الجمعة,1,Surat Al-Jumu'ah the 62nd chapter of the Quran emphasizes the significance of the Friday congregational prayer for Muslims. It opens by praising Allah highlighting His sovereignty and knowledge. The surah discusses the event of the Friday prayer urging believers to leave trade and hasten to the remembrance of Allah when the call for prayer is made. It emphasizes the importance of congregational prayer as a means of guidance and a reminder of God's blessings. Al-Jumu'ah also contrasts the believers' responsibilities with those who abandoned prayer reminding that faith and obedience are essential. The surah stresses the significance of God's guidance and the importance of following His path stead
63,Al-Munafiqoon,المنافقون,1,Surat Al-Munafiqoon the 63rd chapter of the Quran focuses on hypocrites and their characteristics highlighting their deceptive nature and their attempts to deceive both believers and God. It delineates between outward appearances and inner realities emphasizing the importance of sincerity and genuine faith. The surah condemns hypocrisy and warns against its detrimental consequences stating that hypocrites will be in the lowest depths of Hell. It encourages believers to uphold honesty and true faith reminding them that God knows the secrets of their hearts and will judge them based on their sincerity. Al-Munafiqoon serves as a cautionary reminder to avoid hypocrisy and to strive for genuine faith and integrity in all aspects of life.
64,At-Taghabun,التغابن,1,Surat At-Taghabun "The Mutual Disillusion" underscores the theme of accountability highlighting the dynamics between faith and disbelief gratitude and its association with divine guidance. It emphasizes the inevitability of facing consequences based on one's actions and beliefs revealing how the universe itself testifies to the truth of divine existence. The surah stresses the transient nature of worldly affairs urging believers to prioritize their faith and actions for the eternal Hereafter. It elucidates the concepts of testing through trials and tribulations showcasing how these experiences serve as reminders and opportunities for growth in one's faith. At-Taghabun calls for introspection gratitude for blessings and the recognition of divine wisdom in the events unfolding in life inviting believers to embrace faith wholeheartedly and strive for righteousness amid worldly challenges knowing that their ultimate accountability rests with Allah.
65,At-Talaq,الطلاق,1,Surat At-Talaq the 65th chapter of the Quran discusses the regulations surrounding divorce emphasizing fairness care for women and the ethical dissolution of marriage. It addresses the proper procedure for divorce particularly the waiting period ('iddah) guidance for pregnant women and the responsibility of providing for divorced women during this waiting period. The Surah highlights the importance of adhering to the prescribed waiting period to ensure clarity of paternity in case of pregnancy and it underscores the need for mutual respect and kindness between spouses urging both parties to act with fairness and integrity during and after divorce proceedings. Additionally it stresses the concept of God's provision and the importance of turning to Him in times of difficulty highlighting the overarching theme of compassion justice and ethical conduct in matters of marital dissolution.
66,At-Tahrim,التحريم,1,Surat At-Tahrim the 66th chapter of the Quran delves into themes of interpersonal relationships offering guidance based on the Prophet Muhammad's life. It begins by highlighting a cautionary tale involving the Prophet's wives and the importance of maintaining trust and respect within marriages. The chapter admonishes against displeasing God and offers a lesson in seeking repentance. It emphasizes the significance of sincere repentance and obedience to God's commands urging believers to reflect on their actions. Surah At-Tahrim serves as a reminder of the consequences of displeasing God and underlines the necessity of maintaining piety seeking forgiveness and adhering to righteous conduct in all relationships to attain spiritual fulfillment and divine mercy.
67,Al-Mulk,الملك,1,Surat Al-Mulk the 67th chapter of the Quran emphasizes the concept of divine sovereignty and the ultimate power of Allah over all creation. It highlights the signs in the universe as evidence of God's existence and His control over everything. The Surah draws attention to the contrast between the blessings bestowed upon humanity and the consequences for those who deny the truth reminding believers of the importance of reflecting on the world around them as a means to strengthen their faith and understanding of Allah's greatness. It underscores the inevitability of the Day of Judgment and encourages seeking Allah's mercy and protection by aligning oneself with His guidance ultimately serving as a reminder of the transient nature of worldly life and the eternal significance of the hereafter.
68,Al-Qalam,القلم,1,Surat Al-Qalam the 68th chapter of the Quran emphasizes moral guidance particularly addressing the Prophet Muhammad's steadfastness against ridicule and slander from his opponents. It highlights the divine support and protection granted to the Prophet emphasizing the importance of patience and perseverance in the face of adversity. The surah condemns the arrogance and ignorance of those who reject the message warning of the consequences of their actions and the fate of those who deny the truth. It also contrasts the destinies of the righteous and the wicked illustrating the ultimate judgment and reward in the Hereafter. Overall Surah Al-Qalam serves as a reminder of the significance of patience resilience and faith in the face of opposition while underscoring the consequences of arrogance and disbelief.
69,Al-Haaqqa,الحاقة,1,Surat Al-Haaqqa the 69th chapter of the Quran emphasizes the certainty of the Day of Judgment and the consequences for human actions. It vividly portrays the impending Day of Resurrection describing the cataclysmic events that will occur shaking the foundations of the universe and causing widespread chaos. The surah emphasizes the accountability of individuals for their deeds categorizing people into two groups: those who lived righteous lives and those who rejected the truth and lived in denial. It stresses the inevitability and severity of divine judgment urging reflection on the signs in the world as proof of God's power and the truth of the message delivered by the prophets. Al-Haaqqa serves as a powerful reminder of the ultimate reality of the Hereafter and the importance of living a righteous life in preparation for that Day.
70,Al-Maarij,المعارج,1,Surat Al-Ma'arij the 70th chapter of the Quran emphasizes the themes of accountability judgment and the perseverance of believers in the face of adversity. It opens by describing the Day of Judgment as a time when people's deeds will be closely examined and the disbelievers will face severe consequences. It highlights the impatient nature of humans who seek instant fulfillment and question the delay of divine punishment while reassuring that God's judgment is inevitable and precise. The chapter underscores the importance of patience and perseverance in faith especially during trials and contrasts the attitudes of the disbelievers with the steadfastness of believers who endure hardships with hope in the eventual reward promised by Allah. It serves as a reminder of the certainty of divine judgment urging believers to maintain steadfastness and trust in God's wisdom and justice.
71,Nooh,نوح,1,Surat Nooh the 71st chapter of the Quran centers on the narrative of Prophet Noah (Nuh in Arabic) and his mission to guide his people towards God's path. It begins with Noah's call to his community urging them to worship only God and abandon their idols. He warns them of the impending punishment if they persist in disbelief. Noah reminds them of God's blessings and mercy recounting the stories of earlier nations as lessons. Despite his persistent efforts over centuries to guide them only a few responded while the majority rejected his message mocking and ridiculing him. As the disbelievers rejected the truth the inevitable flood arrived a consequence of their refusal to heed Noah's warnings. The surah serves as a reminder of the consequences of disbelief and the importance of heeding the guidance of God's messengers.
72,Al-Jinn,الجن,1,Surat Al-Jinn the 72nd chapter of the Quran revolves around the interactions between the Prophet Muhammad and a group of Jinn who upon hearing the Quran embraced Islam. The chapter begins by highlighting how a group of Jinn listened attentively to the recitation of the Quran and recognized its divine nature subsequently affirming their belief in Allah's oneness. It emphasizes that the Jinn like humans are accountable for their actions and choices. The surah underscores the significance of the Quran as a guidance for both Jinn and mankind addressing the misconceptions about the unseen world of Jinn and their acknowledgment of the Quran's truth. It concludes by reminding that the Prophet Muhammad is sent as a Warner and a bringer of glad tidings urging people to worship Allah alone and warning against the consequences of disbelief and rejection of guidance.
73,Al-Muzzammil,المزمل,1,Surat Al-Muzzammil is the 73rd chapter of the Quran consisting of 20 verses. Its title "Al-Muzzammil" translates to "The Enshrouded One" or "The Wrapped One" referencing the opening verse where the Prophet Muhammad is instructed to wrap himself in a garment during the night for prolonged prayers and meditation. The surah emphasizes the importance of night prayer and reflection encouraging believers to dedicate a portion of the night for seeking spiritual growth and closeness to Allah. It also addresses the concept of patience perseverance and the eventual reward for those who follow the path of righteousness. The surah serves as a reminder of the significance of inner devotion self-discipline and the transformative power of sincere prayer in the life of a devout Muslim.
74,Al-Muddathir,المدثر,1,Surat Al-Muddathir the 74th chapter of the Quran is a significant Islamic scripture that addresses the themes of prophethood divine guidance and the consequences of rejecting the message of God. The surah opens with a command to the Prophet Muhammad to arise and warn the people about the impending Day of Judgment. It emphasizes the importance of delivering the divine message to humanity and the consequences for those who deny it. The surah also vividly describes the scenes of the Day of Judgment highlighting the accountability of individuals for their deeds. Throughout Al-Muddathir believers are encouraged to be patient in the face of adversity and to remain steadfast in their faith while the surah serves as a powerful reminder of the consequences of rejecting God's guidance.
75,Al-Qiyama,القيامة,1,Surat Al-Qiyama the 75th chapter of the Quran is a profound revelation that addresses the Day of Resurrection and the concept of life after death. This surah delves into the theme of human accountability and emphasizes the power of Allah as the ultimate Judge. It vividly describes the resurrection of human beings from their graves and their presentation before Allah for judgment. The surah draws attention to the skepticism of disbelievers and their denial of the resurrection countering it with powerful imagery of the cosmic and earthly signs that attest to the divine authority. Al-Qiyama serves as a reminder of the transient nature of worldly life and the eternal consequences of one's actions urging believers to reflect on their deeds and strive for righteousness in anticipation of the Day of Judgment.
76,Al-Insan,الإنسان,1,Surat Al-Insan also known as Surah Ad-Dahr is the 76th chapter of the Quran consisting of 31 verses. The Surah emphasizes the theme of gratitude and patience in the face of adversity highlighting the contrast between the rewards of the righteous in the Hereafter and the consequences for the ungrateful. It recounts the story of the grateful inhabitants of Paradise and contrasts it with the fate of the unappreciative. The Surah underscores the importance of charity prayer and worship as a means of attaining Allah's favor and mercy. Additionally it emphasizes the transient nature of worldly life and the ultimate significance of the deeds performed for the sake of Allah. The chapter serves as a profound reminder of the consequences of one's actions in both the temporal and spiritual realms urging believers to lead a life of gratitude patience and devotion to Allah.
77,Al-Mursalat,المرسلات,1,Surat Al-Mursalat the 77th chapter of the Quran is a poetic and powerful expression of divine warnings and the consequences of human actions. The name "Al-Mursalat" translates to "The Emissaries" or "The Winds Sent Forth" reflecting the thematic focus on the winds as messengers of God's command. The surah begins with a vivid description of the Day of Judgment emphasizing the profound impact it will have on individuals. It portrays scenes of disbelievers facing the consequences of their denial and disobedience contrasting them with the reward and tranquility promised to the righteous. The surah serves as a reminder of the divine guidance sent through messengers and the importance of heeding these warnings for spiritual growth and ultimate salvation. Through its eloquent verses Al-Mursalat calls upon individuals to reflect on their choices recognize the signs of God's existence and choose the path of righteousness to attain eternal bliss.
78,An-Naba,النبأ,1,Surat An-Naba the 78th chapter of the Quran is a profound revelation that emphasizes the significance of divine guidance and the consequences of human actions. It begins by questioning the human tendency to dismiss the impending Day of Judgment presenting a vivid depiction of the afterlife. The surah underscores the divine creation of humanity urging reflection upon the signs in nature as proof of God's existence and power. An-Naba stresses the importance of acknowledging God's sovereignty and adhering to righteous conduct while warning of the consequences for those who reject the divine message. It serves as a powerful reminder of the ultimate accountability awaiting every soul and the eternal reward or punishment that follows one's deeds in this life.
79,An-Naziat,النازعات,1,Surat An-Naziat the seventy-ninth chapter of the Quran is a Meccan surah named after the Arabic word "An-Naziat" which translates to "Those who drag forth" or "Those who violently pull out." The surah primarily emphasizes the themes of resurrection accountability and the Day of Judgment. It vividly describes the scenes of the afterlife portraying the cataclysmic events that will unfold when the trumpet is blown signifying the resurrection of all beings. The surah underscores the reality of the Hereafter urging reflection on the transient nature of worldly life and the ultimate purpose of human existence. Throughout its verses Surah An-Naziat serves as a powerful reminder of the divine justice and the consequences of one's actions in the eternal life to come.
80,Abasa,عبس,1,Surat Abasa the 80th chapter of the Quran is a contemplative and instructive chapter that addresses the Prophet Muhammad's interaction with a blind man seeking guidance. The title "Abasa" translates to "He frowned" reflecting the Prophet's initial reaction to the blind man interrupting his conversation with a prominent leader. The chapter emphasizes the importance of humility and the equality of all believers in the eyes of God irrespective of social status or physical abilities. It encourages the Prophet and by extension all Muslims to prioritize compassion justice and spiritual insight over worldly considerations. Surat Abasa serves as a reminder of the fundamental values of Islam emphasizing the significance of empathy and the need to prioritize spiritual growth and compassion in human interactions.
81,At-Takwir,التكوير,1,Surat At-Takwir the 81st chapter of the Quran is a profound revelation that vividly describes the apocalyptic events preceding the Day of Judgment. It begins with a portrayal of the cosmic upheaval wherein the sun loses its brilliance the stars are dimmed and the mountains are set in motion. The verses then depict the disarray and confusion among people with mothers abandoning their infants and pregnant women miscarrying due to the overwhelming terror. The surah emphasizes the inescapable nature of the impending judgment and the accountability of individuals for their deeds. At-Takwir serves as a powerful reminder of the transient nature of worldly affairs and the ultimate reality of the Hereafter urging believers to reflect on their actions and strive for righteousness in preparation for the inevitable reckoning.
82,AL-Infitar,الإنفطار,1,Surat Al-Infitar the 82nd chapter of the Quran is a profound revelation that delves into the themes of resurrection accountability and the Day of Judgment. The surah begins by describing the cosmic event of the sky splitting open the stars falling and the oceans bursting forth. It vividly portrays the upheaval in the universe as a prelude to the Day when all deeds will be laid bare and individuals will be resurrected for judgment. Al-Infitar emphasizes the meticulous recording of every person's actions both small and great and underscores the divine knowledge of all that humans conceal. The surah serves as a powerful reminder of the ultimate reality and the importance of leading a righteous life in preparation for the Hereafter.
83,Al-Mutaffifin,المطففين,1,Surat Al-Mutaffifin the 83rd chapter of the Quran addresses the concept of justice and fairness in business transactions and interpersonal dealings. Its verses emphasize the importance of honesty and integrity in financial matters condemning those who manipulate weights and measures to deceive others. The surah serves as a powerful reminder that individuals will be held accountable for their actions in the Hereafter where true justice will prevail. Al-Mutaffifin underscores the significance of ethical conduct in both commercial and personal affairs urging believers to uphold righteousness and fairness in their interactions with others to attain spiritual well-being and ultimate success.
84,Al-Inshiqaq,الانشقاق,1,Surat Al-Inshiqaq the 84th chapter of the Quran vividly describes the cosmic events on the Day of Judgment with intense imagery and emphasis on accountability. It begins by portraying the cataclysmic upheaval of the heavens and the earth emphasizing their profound disintegration. The surah stresses the accountability of every soul for its deeds revealing a meticulous record of one's actions. The righteous are promised a blissful existence in Paradise while the wicked face the consequences of their choices in Hell. Al-Inshiqaq serves as a powerful reminder of the inevitable Day of Judgment and the significance of leading a righteous life in preparation for the afterlife.
85,Al-Burooj,البروج,1,Surat Al-Burooj the 85th chapter of the Quran reflects on historical instances of persecution and defiance of belief. It begins by swearing an oath by the sky adorned with constellations asserting that those who transgress against God's message will face severe consequences. The surah then recounts the tale of a group of believers who faced persecution and were cast into a pit of fire by a tyrant ruler due to their unwavering faith. Despite the intense adversity the believers embraced martyrdom their conviction unwavering. Al-Burooj serves as a powerful reminder of the consequences for those who oppress the faithful and emphasizes the steadfastness required in the face of adversity.
86,At-Tariq,الطارق,1,Surat At-Tariq the 86th chapter of the Quran is a brief yet powerful revelation that emphasizes the fundamental Islamic concept of accountability. The surah takes its name from the opening verse which mentions the celestial event of the piercing star (At-Tariq). It serves as a metaphor for divine intervention and the scrutiny of individual deeds. The surah vividly describes the Day of Judgment when people's actions will be laid bare and weighed determining their ultimate destination in the afterlife. The verses underscore the importance of reflecting on one's conduct and recognizing the omnipotence of the Creator. At-Tariq encapsulates the Quranic theme of moral responsibility urging believers to live righteous lives in anticipation of the impending judgment day.
87,Al-Ala,الأعلى,1,Surat Al-Ala the 87th chapter of the Quran is a profound and eloquent passage that emphasizes the significance of recognizing and worshiping the Almighty. It begins by drawing attention to Allah's sublime attributes and His supreme authority over all creation urging believers to bow down in prayer and submission. The surah highlights the consequences of neglecting this duty warning of a painful punishment for those who turn away. It emphasizes the correlation between gratitude towards Allah and personal growth stressing that those who are mindful of their Creator will find success in this world and the hereafter. Surah Al-Ala serves as a powerful reminder of the importance of faith devotion and the eternal consequences of one's choices in the divine framework.
88,Al-Ghashiya,الغاشية,1,Surat Al-Ghashiya the 88th chapter of the Quran is a profound and eloquent piece of Islamic scripture that emphasizes the Day of Judgment and the consequences of individuals' deeds. The surah vividly describes the events of that fateful day when people's actions will be laid bare distinguishing between the righteous and the disobedient. It serves as a powerful reminder of the accountability each soul will face in the afterlife. The surah employs striking imagery and rhetorical devices to evoke a sense of awe and contemplation urging believers to reflect on their actions and strive for righteousness. Throughout its verses Surat Al-Ghashiya emphasizes the significance of faith humility and adherence to divine guidance as essential components of a meaningful and purposeful existence.
89,Al-Fajr,الفجر,1,Surat Al-Fajr the 89th chapter of the Quran is a profound and impactful revelation that emphasizes the transient nature of human life and the inevitable accountability in the Hereafter. The Surah begins by highlighting the historical consequences faced by past nations that rejected divine guidance serving as a powerful reminder of the consequences of disobedience. It then shifts to a contemplation on the soul and the various stages of life urging individuals to reflect on their deeds and moral choices. The Surah concludes by stressing the importance of faith righteousness and perseverance in the face of trials emphasizing the ultimate triumph of those who uphold virtue. Overall Surah Al-Fajr encapsulates deep spiritual reflections and serves as a timeless source of guidance for believers encouraging introspection and a commitment to a righteous way of life.
90,Al-Balad,البلد,1,Surat Al-Balad the 90th chapter of the Quran emphasizes the significance of human struggle and the moral choices individuals make in the journey of life. It opens with a solemn oath affirming the sanctity of the city (possibly referring to Mecca) as a backdrop to convey a powerful message about human responsibility and accountability. The surah underscores the challenges inherent in the earthly existence and highlights the paths of righteousness and corruption that individuals may choose. It stresses the importance of selfless actions compassion towards the less fortunate and the cultivation of virtues to attain a successful and fulfilling life. The vivid imagery and forceful language serve to evoke contemplation on the transient nature of worldly possessions and the eternal consequences of one's deeds. Ultimately Surat Al-Balad calls for self-reflection and ethical living in the pursuit of spiritual growth and divine favor.
91,Ash-Shams,الشمس,1,Surat Ash-Shams the 91st chapter of the Quran reflects on the profound cosmic order and the divine balance inherent in the universe. Opening with a series of oaths the surah draws attention to the sun the moon the day the night the sky and the earth as witnesses to the truth of God's design. The verses emphasize the moral responsibility of individuals and their potential for both righteousness and corruption. The surah conveys a powerful message about the consequences of human choices urging reflection on the natural world as a testament to God's wisdom and the inherent moral compass within each individual. It serves as a reminder of the interconnectedness of the physical and metaphysical realms encouraging believers to recognize the signs of God's existence and guidance in the world around them.
92,Al-Lail,الليل,1,Surat Al-Lail the 92nd chapter of the Quran is a profound and eloquent revelation that emphasizes the consequences of human actions and the ultimate reward or punishment in the Hereafter. The surah opens with a solemn oath by the night and what it enshrouds symbolizing the unseen aspects of life and the mysteries of the human soul. It highlights the contrasting paths of righteousness and wickedness with a focus on the significance of selfless deeds and the pursuit of virtue. The surah portrays the journey of human development and moral evolution warning against the pitfalls of arrogance and self-sufficiency. Throughout Surat Al-Lail serves as a powerful reminder of the divine justice that awaits individuals based on their choices and deeds in this worldly existence.
93,Ad-Dhuha,الضحى,1,Surat Ad-Dhuha the 93rd chapter of the Quran is a powerful and reassuring revelation that emphasizes divine mercy and guidance. Comprising 11 verses it addresses the Prophet Muhammad assuring him that after a period of apparent silence from Allah blessings and rewards will come abundantly. The surah encourages gratitude for past favors patience during challenges and a focus on the greater purpose of life. It serves as a source of comfort reminding believers that Allah's support is unwavering and hardships are temporary. The imagery of morning and night symbolizes life's cycles signifying the inevitability of positive change and the importance of trusting in the divine plan. Overall Surat Ad-Dhuha inspires hope resilience and gratitude promoting a deeper connection with Allah during both prosperous and challenging times.
94,Al-Inshirah,الشرح,1,Surat Al-Inshirah also known as "The Relief" or "Solace" is the 94th chapter of the Quran. Comprising eight verses it serves as a profound and uplifting revelation delivered to the Prophet Muhammad during a period of personal and collective difficulty. The surah begins with an assurance of divine support and comfort for the Prophet emphasizing that with hardship comes ease. It encourages gratitude and patience in times of adversity highlighting the cyclical nature of life's challenges and blessings. Al-Inshirah serves as a source of solace instilling hope and resilience in the hearts of believers by reminding them of Allah's mercy and the ultimate relief that follows trials.
95,At-Tin,التين,1,Surat At-Tin the 95th chapter of the Quran is a brief yet profound revelation consisting of eight verses. Translated as "The Fig" this surah emphasizes the inherent beauty and balance in Allah's creation. It begins by highlighting the significance of the fig and the olive symbolic of divine wisdom and purity. The surah then asserts that humans are created in the best form but their potential for degradation is evident when they deviate from righteousness. At-Tin underscores the importance of faith and righteous deeds warning of consequences for those who reject truth. The surah serves as a reminder of the intricate design of the universe and the divine guidance offered to humanity for a purposeful and virtuous existence.
96,Al-Alaq,العلق,1,Surat Al-Alaq the 96th chapter of the Quran holds significant spiritual and historical importance. Revealed in the early days of Prophet Muhammad's prophethood it emphasizes the divine origins of knowledge and the importance of education. The surah begins with the command to "Read" and highlights the creation of humans from a clot of blood underscoring the miraculous nature of human life. Al-Alaq also conveys the consequences of rejecting divine guidance warning of the pitfalls of arrogance and neglecting the pursuit of knowledge. The surah serves as a powerful reminder of the transformative impact of seeking knowledge and recognizing the divine wisdom inherent in creation.
97,Al-Qadr,القدر,1,Surat Al-Qadr the 97th chapter of the Quran is a brief yet powerful revelation that holds profound significance in Islam. Comprising just five verses it is recited during the last ten nights of Ramadan commemorating the night of Laylat al-Qadr (the Night of Power or Decree) a night described as better than a thousand months. The surah emphasizes the extraordinary nature of this sacred night during which angels descend carrying divine decrees and blessings. Believers are encouraged to seek the blessings and mercy of Allah during this auspicious time recognizing the immense value and spiritual potential inherent in Laylat al-Qadr. The chapter underscores the Quranic belief in the predetermined destiny of individuals reinforcing the idea that guidance and decisions come from a higher divine source.
98,Al-Bayyina,البينة,1,Surat Al-Bayyina the 98th chapter of the Quran is a profound and eloquent revelation that emphasizes the clarity of divine guidance. The title "Al-Bayyina" translates to "The Clear Evidence" and the surah underscores the importance of unequivocal proof in recognizing the truth of God's message. It commends the People of the Book who upon receiving the Prophet Muhammad's teachings acknowledged the validity of his message. Conversely it condemns those who reject the evident signs and warns of the consequences of disbelief. The surah underscores the significance of sincere faith righteous deeds and adherence to God's commandments as the pathway to salvation. Through its eloquent verses Surat Al-Bayyina serves as a timeless reminder of the clarity and coherence of divine guidance encouraging believers to reflect on the signs and submit to the undeniable truth of Islam.
